scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,28.70449225107829,34.342988332112625,63.04748058319092,986,986,986,100.0,100.0,986,100.0
1.2,22.501293818155922,28.234378496805828,50.73567231496175,986,988,498,50.50709939148072,94.17670682730925,469,93.6105476673428
1.4,37.91483243306478,50.949223836263016,88.86405626932779,986,986,343,34.7870182555781,81.92419825072886,281,86.71399594320486
1.5999999999999999,22.20738728841146,29.037880897521973,51.24526818593343,986,982,299,30.448065173116092,64.54849498327759,193,81.23732251521298
1.7999999999999998,22.530420621236164,29.0036678314209,51.53408845265706,986,976,269,27.561475409836067,48.3271375464684,130,73.52941176470588
1.9999999999999998,22.322217623392742,28.546643257141113,50.86886088053386,986,977,272,27.840327533265096,38.60294117647059,105,69.26977687626776
2.1999999999999997,22.246837615966797,28.32760016123454,50.57443777720134,986,973,251,25.79650565262076,28.286852589641438,71,64.3002028397566
2.3999999999999995,21.861902872721352,28.463021914164226,50.324924786885575,986,974,246,25.256673511293638,22.76422764227642,56,59.93914807302231
2.5999999999999996,22.374598185221355,28.32829157511393,50.70288976033528,986,969,242,24.974200206398347,16.94214876033058,41,56.08519269776876
2.8,22.05195426940918,28.319827715555824,50.371781984965004,986,979,234,23.90194075587334,10.683760683760683,25,52.33265720081136
2.9999999999999996,22.829357782999672,29.513851801554363,52.34320958455403,986,975,225,23.076923076923077,7.555555555555555,17,48.985801217038535
3.1999999999999993,21.941558519999187,28.596361478169758,50.537919998168945,986,972,229,23.559670781893004,4.8034934497816595,11,47.05882352941176
3.3999999999999995,29.465492566426597,39.318784077962235,68.78427664438883,986,969,229,23.632610939112485,3.9301310043668125,9,43.40770791075051
3.5999999999999996,21.41431172688802,28.2786766688029,49.69298839569092,986,967,237,24.50879007238883,3.79746835443038,9,42.393509127789045
3.7999999999999994,37.08545366923014,50.29194355010986,87.37739721934,986,962,245,25.467775467775468,2.0408163265306123,5,39.85801217038539
3.999999999999999,21.395015716552734,27.82416343688965,49.21917915344238,986,968,246,25.413223140495866,2.0325203252032518,5,40.87221095334685
