scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,27.59575049082438,41.50643348693848,69.10218397776285,1000,1000,1000,100.0,100.0,1000,100.0
1.2,18.26058228810628,29.271316528320312,47.53189881642659,1000,1000,473,47.3,98.09725158562368,464,94.8
1.4,18.338688214619957,29.676469167073567,48.01515738169353,1000,1000,326,32.6,84.66257668711657,276,91.5
1.5999999999999999,18.456927935282387,29.125062624613445,47.58199055989583,1000,1000,259,25.900000000000002,67.18146718146718,174,85.9
1.7999999999999998,18.639564514160156,29.308128356933594,47.94769287109375,1000,1000,242,24.2,35.53719008264463,86,76.0
1.9999999999999998,31.53282801310221,52.69328753153483,84.22611554463704,1000,1000,231,23.1,26.406926406926406,61,70.89999999999999
2.1999999999999997,18.587692578633625,29.291462898254395,47.879155476888016,1000,1000,234,23.400000000000002,16.23931623931624,38,65.3
2.3999999999999995,20.913020769755047,33.11114311218262,54.02416388193767,1000,1000,243,24.3,9.053497942386832,22,64.4
2.5999999999999996,18.137264251708984,29.187520345052082,47.32478459676106,1000,1000,232,23.200000000000003,3.8793103448275863,9,60.6
2.8,18.02648703257243,29.89653746287028,47.92302449544271,1000,1000,226,22.6,2.6548672566371683,6,56.39999999999999
2.9999999999999996,18.168115615844727,29.661035537719727,47.82915115356445,1000,1000,231,23.1,1.2987012987012987,3,53.400000000000006
3.1999999999999993,17.913452784220375,29.558793703715008,47.47224648793538,1000,1000,237,23.7,0.42194092827004215,1,48.0
3.3999999999999995,18.06626319885254,29.302453994750977,47.368717193603516,1000,1000,232,23.200000000000003,0.43103448275862066,1,45.6
3.5999999999999996,20.020445187886555,33.03495248158773,53.05539766947429,1000,1000,265,26.5,0.0,0,45.6
3.7999999999999994,17.791032791137695,29.5608917872111,47.3519245783488,1000,1000,269,26.900000000000002,0.0,0,44.4
3.999999999999999,26.27277374267578,45.331414540608726,71.60418828328451,1000,1000,254,25.4,0.0,0,43.3
