scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,354.050874710083,242.05565452575684,596.1065292358398,817,817,814,99.6328029375765,100.0,814,99.87760097919217
1.2,452.88658142089844,416.2759780883789,869.1625595092773,817,871,412,50.42839657282742,87.62135922330097,361,86.90330477356181
1.4,356.8720817565918,277.83989906311035,634.7119808197021,817,913,340,41.615667074663406,79.41176470588235,270,80.41615667074663
1.5999999999999999,363.2478713989258,252.28118896484375,615.5290603637695,817,850,315,38.555691554467565,68.88888888888889,217,72.70501835985313
1.7999999999999998,350.06070137023926,192.98934936523438,543.0500507354736,817,603,223,36.981757877280266,59.19282511210763,132,52.50917992656059
1.9999999999999998,370.03564834594727,164.5946502685547,534.630298614502,817,545,200,36.69724770642202,51.5,103,45.04283965728274
2.1999999999999997,350.76403617858887,147.22871780395508,497.99275398254395,817,486,186,38.2716049382716,38.70967741935484,72,38.43329253365973
2.3999999999999995,342.58079528808594,120.46623229980469,463.0470275878906,817,374,162,43.31550802139038,27.160493827160494,44,29.865361077111384
2.5999999999999996,354.20680046081543,97.0449447631836,451.251745223999,817,329,149,45.2887537993921,21.476510067114095,32,26.560587515299876
2.8,483.15978050231934,167.63973236083984,650.7995128631592,817,294,126,42.857142857142854,14.285714285714285,18,22.031823745410037
2.9999999999999996,349.4150638580322,85.10041236877441,434.51547622680664,817,285,137,48.07017543859649,10.218978102189782,14,20.31823745410037
3.1999999999999993,350.0096797943115,80.73616027832031,430.74584007263184,817,268,126,47.01492537313433,7.142857142857142,9,18.6046511627907
3.3999999999999995,347.7590084075928,80.48582077026367,428.24482917785645,817,269,124,46.09665427509294,7.258064516129033,9,18.6046511627907
3.5999999999999996,344.58327293395996,76.48730278015137,421.0705757141113,817,256,133,51.953125,4.511278195488721,6,17.135862913096695
3.7999999999999994,335.9184265136719,89.12801742553711,425.046443939209,817,255,136,53.333333333333336,2.2058823529411766,3,18.2374541003672
3.999999999999999,464.414119720459,150.63023567199707,615.044355392456,817,261,143,54.78927203065134,2.097902097902098,3,18.2374541003672
