scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,371.75512313842773,283.7948799133301,655.5500030517578,870,872,861,98.9655172413793,100.0,861,100.0
1.2,354.13217544555664,307.33680725097656,661.4689826965332,870,908,424,48.735632183908045,87.73584905660378,372,87.93103448275862
1.4,360.54444313049316,270.94268798828125,631.4871311187744,870,844,354,41.943127962085306,75.14124293785311,266,70.6896551724138
1.5999999999999999,370.5117702484131,214.06960487365723,584.5813751220703,870,677,288,42.540620384047266,65.97222222222221,190,55.05747126436782
1.7999999999999998,346.0547924041748,155.9157371520996,501.9705295562744,870,486,200,41.1522633744856,55.50000000000001,111,39.770114942528735
1.9999999999999998,496.0367679595947,260.4095935821533,756.446361541748,870,415,168,40.48192771084337,43.452380952380956,73,31.264367816091955
2.1999999999999997,366.2376403808594,109.49182510375977,475.72946548461914,870,338,157,46.44970414201183,28.662420382165603,45,25.17241379310345
2.3999999999999995,338.95230293273926,98.36912155151367,437.32142448425293,870,299,140,46.82274247491639,17.142857142857142,24,19.770114942528735
2.5999999999999996,346.6172218322754,87.84985542297363,434.467077255249,870,271,133,49.07749077490775,9.022556390977442,12,17.81609195402299
2.8,349.86305236816406,85.67261695861816,435.5356693267822,870,267,120,44.9438202247191,5.833333333333333,7,16.091954022988507
2.9999999999999996,448.3659267425537,156.0993194580078,604.4652462005615,870,261,128,49.042145593869726,3.90625,5,14.71264367816092
3.1999999999999993,481.5967082977295,83.64081382751465,565.2375221252441,870,261,131,50.191570881226056,3.816793893129771,5,14.367816091954023
3.3999999999999995,349.8225212097168,82.19718933105469,432.0197105407715,870,261,117,44.827586206896555,4.273504273504273,5,14.022988505747128
3.5999999999999996,343.325138092041,84.0156078338623,427.3407459259033,870,256,133,51.953125,3.007518796992481,4,12.528735632183906
3.7999999999999994,337.4371528625488,81.36129379272461,418.79844665527344,870,255,133,52.156862745098046,1.5037593984962405,2,12.758620689655173
3.999999999999999,331.91466331481934,83.14251899719238,415.0571823120117,870,261,134,51.34099616858238,2.2388059701492535,3,13.563218390804598
