scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,482.8324317932129,92.97752380371094,575.8099555969238,354,354,350,98.87005649717514,100.0,350,99.43502824858757
1.2,490.6022548675537,103.38568687438965,593.9879417419434,354,411,186,52.54237288135594,91.39784946236558,170,96.89265536723164
1.4,347.3773002624512,56.832075119018555,404.2093753814697,354,411,151,42.65536723163842,82.11920529801324,124,82.7683615819209
1.5999999999999999,345.0500965118408,59.769630432128906,404.8197269439697,354,453,149,42.090395480225986,70.46979865771812,105,85.59322033898306
1.7999999999999998,352.99062728881836,62.291860580444336,415.2824878692627,354,462,135,38.13559322033898,56.2962962962963,76,69.49152542372882
1.9999999999999998,341.83382987976074,52.71720886230469,394.55103874206543,354,410,128,36.15819209039548,47.65625,61,58.19209039548022
2.1999999999999997,352.24127769470215,49.883127212524414,402.12440490722656,354,384,118,33.33333333333333,35.59322033898305,42,51.69491525423729
2.3999999999999995,340.162992477417,43.695688247680664,383.85868072509766,354,336,100,29.761904761904763,28.000000000000004,28,46.04519774011299
2.5999999999999996,597.7492332458496,36.525726318359375,634.274959564209,354,282,102,36.17021276595745,23.52941176470588,24,40.96045197740113
2.8,518.8672542572021,52.86383628845215,571.7310905456543,354,242,76,31.40495867768595,18.421052631578945,14,37.85310734463277
2.9999999999999996,355.6816577911377,26.965618133544922,382.6472759246826,354,196,79,40.30612244897959,15.18987341772152,12,31.63841807909605
3.1999999999999993,438.60864639282227,27.817726135253906,466.4263725280762,354,173,71,41.040462427745666,14.084507042253522,10,25.141242937853107
3.3999999999999995,347.475528717041,23.231029510498047,370.70655822753906,354,173,68,39.30635838150289,10.294117647058822,7,24.858757062146893
3.5999999999999996,331.61139488220215,19.98734474182129,351.59873962402344,354,153,63,41.17647058823529,11.11111111111111,7,21.75141242937853
3.7999999999999994,329.9722671508789,25.484800338745117,355.457067489624,354,151,61,40.397350993377486,3.278688524590164,2,21.468926553672315
3.999999999999999,332.26490020751953,19.934654235839844,352.1995544433594,354,153,76,49.673202614379086,6.578947368421052,5,20.33898305084746
