scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,502.1326541900635,139.29152488708496,641.4241790771484,473,473,473,100.0,100.0,473,100.0
1.2,518.41139793396,131.18696212768555,649.5983600616455,473,639,235,49.68287526427061,85.95744680851064,202,110.57082452431291
1.4,353.29270362854004,128.8313865661621,482.12409019470215,473,639,220,46.51162790697674,76.36363636363637,168,108.0338266384778
1.5999999999999999,351.3333797454834,133.02183151245117,484.35521125793457,473,765,204,43.12896405919662,65.19607843137256,133,116.06765327695561
1.7999999999999998,365.73028564453125,148.41294288635254,514.1432285308838,473,819,192,40.59196617336152,48.95833333333333,94,118.6046511627907
1.9999999999999998,405.5454730987549,139.6791934967041,545.224666595459,473,795,193,40.803382663847785,40.932642487046635,79,102.74841437632136
2.1999999999999997,494.2934513092041,262.4788284301758,756.7722797393799,473,786,182,38.47780126849894,34.61538461538461,63,95.56025369978859
2.3999999999999995,361.68670654296875,135.88261604309082,497.56932258605957,473,732,180,38.05496828752643,30.555555555555557,55,87.9492600422833
2.5999999999999996,361.82260513305664,125.31638145446777,487.1389865875244,473,638,164,34.6723044397463,23.78048780487805,39,76.74418604651163
2.8,345.54123878479004,111.03034019470215,456.5715789794922,473,625,163,34.46088794926004,17.791411042944784,29,71.03594080338267
2.9999999999999996,341.3059711456299,94.21300888061523,435.5189800262451,473,520,151,31.92389006342495,15.894039735099339,24,57.928118393234676
3.1999999999999993,475.8017063140869,85.72959899902344,561.5313053131104,473,501,146,30.866807610993657,8.904109589041095,13,52.85412262156448
3.3999999999999995,341.1674499511719,74.2635726928711,415.43102264404297,473,426,138,32.3943661971831,7.971014492753622,11,44.60887949260042
3.5999999999999996,348.33359718322754,67.62027740478516,415.9538745880127,473,382,137,35.86387434554974,7.2992700729927,10,40.169133192389005
3.7999999999999994,336.78507804870605,69.31161880493164,406.0966968536377,473,382,132,34.55497382198953,4.545454545454546,6,38.266384778012686
3.999999999999999,344.3179130554199,67.9314136505127,412.2493267059326,473,387,147,37.98449612403101,3.4013605442176873,5,37.420718816067655
