scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,569.5140361785889,253.28421592712402,822.7982521057129,636,636,636,100.0,100.0,636,100.0
1.2,219.3162441253662,201.1582851409912,420.4745292663574,636,762,358,56.289308176100626,88.54748603351955,317,101.25786163522012
1.4,223.07109832763672,345.2298641204834,568.3009624481201,636,854,292,45.911949685534594,78.08219178082192,228,97.79874213836479
1.5999999999999999,846.1446762084961,355.4878234863281,1201.6324996948242,636,846,247,38.83647798742139,68.42105263157895,169,93.39622641509435
1.7999999999999998,224.06578063964844,193.3581829071045,417.42396354675293,636,795,253,39.77987421383648,50.59288537549407,128,87.26415094339622
1.9999999999999998,206.5274715423584,157.44996070861816,363.97743225097656,636,645,217,34.11949685534591,46.08294930875576,100,66.50943396226415
2.1999999999999997,209.67698097229004,156.64434432983398,366.321325302124,636,602,209,34.71760797342193,41.14832535885167,86,65.40880503144653
2.3999999999999995,305.09352684020996,210.22701263427734,515.3205394744873,636,533,202,37.89868667917448,26.732673267326735,54,51.57232704402516
2.5999999999999996,201.43437385559082,116.04523658752441,317.47961044311523,636,488,191,39.13934426229508,21.465968586387437,41,48.113207547169814
2.8,204.45775985717773,106.84514045715332,311.30290031433105,636,386,164,42.487046632124354,17.073170731707318,28,37.42138364779874
2.9999999999999996,200.31213760375977,84.63215827941895,284.9442958831787,636,360,169,46.94444444444444,12.42603550295858,21,33.80503144654088
3.1999999999999993,199.28550720214844,86.87949180603027,286.1649990081787,636,358,158,44.134078212290504,8.860759493670885,14,32.23270440251572
3.3999999999999995,201.12109184265137,80.87921142578125,282.0003032684326,636,348,159,45.689655172413794,7.547169811320755,12,31.60377358490566
3.5999999999999996,280.34257888793945,150.3617763519287,430.70435523986816,636,358,145,40.502793296089386,7.586206896551724,11,33.0188679245283
3.7999999999999994,210.6626033782959,87.51964569091797,298.18224906921387,636,357,158,44.25770308123249,5.69620253164557,9,33.490566037735846
3.999999999999999,204.58006858825684,77.78310775756836,282.3631763458252,636,307,144,46.90553745928339,5.555555555555555,8,29.40251572327044
