scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,215.19732475280762,221.42839431762695,436.62571907043457,762,762,755,99.08136482939632,100.0,755,99.73753280839895
1.2,213.28306198120117,248.32916259765625,461.6122245788574,762,857,425,55.77427821522309,88.23529411764706,375,96.3254593175853
1.4,208.91427993774414,242.85101890563965,451.7652988433838,762,867,308,40.419947506561684,69.8051948051948,215,81.62729658792651
1.5999999999999999,284.9316596984863,354.98523712158203,639.9168968200684,762,774,280,36.74540682414698,62.857142857142854,176,70.20997375328083
1.7999999999999998,244.52638626098633,182.1310520172119,426.65743827819824,762,632,258,40.822784810126585,51.162790697674424,132,52.75590551181102
1.9999999999999998,203.3100128173828,149.3368148803711,352.6468276977539,762,529,214,40.45368620037807,44.39252336448598,95,42.51968503937008
2.1999999999999997,200.49262046813965,125.62942504882812,326.1220455169678,762,444,180,40.54054054054054,39.44444444444444,71,37.270341207349084
2.3999999999999995,195.8639621734619,118.12901496887207,313.992977142334,762,417,164,39.328537170263786,27.439024390243905,45,33.46456692913386
2.5999999999999996,286.4687442779541,198.95052909851074,485.41927337646484,762,364,160,43.956043956043956,19.375,31,28.871391076115486
2.8,194.3836212158203,101.41229629516602,295.7959175109863,762,355,151,42.53521126760563,11.258278145695364,17,25.590551181102363
2.9999999999999996,197.71313667297363,87.2654914855957,284.97862815856934,762,309,137,44.336569579288025,8.02919708029197,11,22.04724409448819
3.1999999999999993,197.02839851379395,82.99732208251953,280.0257205963135,762,295,140,47.45762711864407,2.142857142857143,3,20.078740157480315
3.3999999999999995,198.67873191833496,84.95068550109863,283.6294174194336,762,296,148,50.0,3.3783783783783785,5,19.291338582677163
3.5999999999999996,197.40653038024902,74.57876205444336,271.9852924346924,762,268,136,50.74626865671642,0.0,0,19.291338582677163
3.7999999999999994,270.7507610321045,137.35723495483398,408.1079959869385,762,268,129,48.134328358208954,0.0,0,18.766404199475065
3.999999999999999,200.03509521484375,76.93028450012207,276.9653797149658,762,268,132,49.25373134328358,0.0,0,19.160104986876643
