scale,processing_time[ms],matching_time[ms],total_time[ms],num_keypoints_reference,num_keypoints_test,num_matches,matches_percentage,correct_matches_percentage(precision),num_correct_matches,repeatability
1.0,303.3483028411865,90.42811393737793,393.77641677856445,485,485,485,100.0,100.0,485,100.0
1.2,220.65138816833496,92.43202209472656,313.0834102630615,485,485,215,44.329896907216494,86.9767441860465,187,87.21649484536083
1.4,207.58700370788574,86.07912063598633,293.66612434387207,485,485,182,37.52577319587629,59.34065934065934,108,83.29896907216495
1.5999999999999999,200.04606246948242,87.66055107116699,287.7066135406494,485,485,171,35.25773195876289,34.50292397660819,59,77.11340206185568
1.7999999999999998,221.30870819091797,88.68575096130371,309.9944591522217,485,485,166,34.22680412371134,28.313253012048197,47,70.30927835051546
1.9999999999999998,208.12439918518066,90.04402160644531,298.168420791626,485,485,145,29.896907216494846,26.20689655172414,38,64.5360824742268
2.1999999999999997,198.07028770446777,88.35697174072266,286.42725944519043,485,485,157,32.371134020618555,21.656050955414013,34,59.79381443298969
2.3999999999999995,199.2802619934082,84.83719825744629,284.1174602508545,485,485,163,33.608247422680414,19.018404907975462,31,58.76288659793815
2.5999999999999996,281.5093994140625,148.90360832214355,430.41300773620605,485,485,164,33.81443298969072,17.073170731707318,28,57.319587628865975
2.8,234.03668403625488,232.28049278259277,466.31717681884766,485,621,174,35.876288659793815,9.195402298850574,16,62.88659793814433
2.9999999999999996,202.68964767456055,120.45931816101074,323.1489658355713,485,611,174,35.876288659793815,7.471264367816093,13,57.938144329896915
3.1999999999999993,279.583215713501,195.44339179992676,475.02660751342773,485,605,178,36.70103092783505,3.3707865168539324,6,54.02061855670103
3.3999999999999995,248.86512756347656,182.59024620056152,431.4553737640381,485,720,180,37.11340206185567,2.7777777777777777,5,54.63917525773196
3.5999999999999996,465.4090404510498,301.70655250549316,767.115592956543,485,719,180,37.11340206185567,2.2222222222222223,4,54.43298969072165
3.7999999999999994,202.12435722351074,129.28414344787598,331.4085006713867,485,702,185,38.144329896907216,0.5405405405405406,1,52.37113402061856
3.999999999999999,205.0182819366455,118.08276176452637,323.1010437011719,485,479,165,34.44676409185804,0.6060606060606061,1,45.97938144329897
